the oldest date in database is :  2016-05-03 05:19:14
725436175280947200 2016-04-28 02:57:16 +0530 <beilees> I rated Lone Survivor (2013) 7/10  #IMDb  https://t.co/DFkPuUlHqF
725435440409546752 2016-04-28 02:54:21 +0530 <crumblycheddar> I rated Dead Presidents (1995) 6/10  #IMDb  https://t.co/K3OZDJAuvX
725433226395799553 2016-04-28 02:45:33 +0530 <OnlyFaisel> I rated Deadpool (2016) 5/10  #IMDb  https://t.co/He7QR207gv
725432737381928960 2016-04-28 02:43:37 +0530 <eloisaberland> I rated Puss in Boots (2011) 5/10  #IMDb  https://t.co/V0OI81oqGN
725430869356367873 2016-04-28 02:36:11 +0530 <leepeterallan> I rated Kidnapping Freddy Heineken (2015) 7/10  #IMDb i enjoyed,decent ransom movie (true story )  https://t.co/aHNbfVpvKa
725430671091572736 2016-04-28 02:35:24 +0530 <Br0wner1989> I rated Batman v Superman: Dawn of Justice (2016) 7/10  #IMDb  https://t.co/JpBpm7JDS5
725430523326259201 2016-04-28 02:34:49 +0530 <IanKidson> I rated #Citizenfour (2014) 7/10  #IMDb  https://t.co/IQAUUFaOX2
725430460348768256 2016-04-28 02:34:34 +0530 <xgergox> I rated Krampusz (2015) 7/10  #IMDb  https://t.co/C1OVafLIPv
725430248364511232 2016-04-28 02:33:43 +0530 <kristianmeller> I rated Black or White (2014) 6/10  #IMDb  https://t.co/3nLPqet61l
725429997389795329 2016-04-28 02:32:43 +0530 <Dan_Baynham95> I rated Mr. Robot (2015– ) 10/10  Seriously this series is brilliant! @ItsRamiMalek 🙌🏻 🙌🏻#MrRobot #IMDb  https://t.co/GVtdtZGcgu
725426906682802176 2016-04-28 02:20:26 +0530 <remco1993> I rated Deadpool 8/10  #IMDb  https://t.co/kTwbRiSSNJ
725425971034202112 2016-04-28 02:16:43 +0530 <TitoWithout> I rated Limitless: Hi, My Name Is Rebecca Harris (S1.E20) 8/10  #IMDb  https://t.co/ioxhCKOnGx
725425872694562817 2016-04-28 02:16:20 +0530 <HumoodAFC> I rated Neighbors (2014) 7/10  #IMDb  https://t.co/LyV8jLZyUq
725425422305996801 2016-04-28 02:14:33 +0530 <nicfluff777> I rated Captain America: Civil War (2016) 8/10  #IMDb  https://t.co/n6M7pLQO5b
725421068815618048 2016-04-28 01:57:15 +0530 <patrickdconinck> I rated Mad Dogs (2015–2016) 5/10  #IMDb  https://t.co/gXDFn0Z9RB
725420085146439682 2016-04-28 01:53:20 +0530 <pavlando> I rated Thor 2: The Dark World (2013) 7/10  #IMDb  https://t.co/UnBwD7B7FQ
725417769777389571 2016-04-28 01:44:08 +0530 <leepeterallan> I rated Catch .44 (2011) 6/10  #IMDb not great, okish in parts,try's to be pulp fiction   https://t.co/2zlfUMAVXi
725417711774367748 2016-04-28 01:43:54 +0530 <dhun111> I rated Criminal (2016) 6/10  #IMDb.  https://t.co/Cczm5QMs7r
725414240127963136 2016-04-28 01:30:07 +0530 <PaulAllen007> I rated Batman v Superman: Dawn of Justice (2016) 6/10  #IMDb  https://t.co/gKo2O4mCtM
725412554583998464 2016-04-28 01:23:25 +0530 <caz_e21> I rated The Brand New Testament (2015) 8/10  #IMDb  https://t.co/BBo40i55d0
725412257442701312 2016-04-28 01:22:14 +0530 <caz_e21> I rated Monsieur Verdoux (1947) 9/10  #IMDb  https://t.co/k7EIjr0SD5
725412123992571904 2016-04-28 01:21:42 +0530 <caz_e21> I rated King Jack (2015) 7/10  #IMDb  https://t.co/jynpMnV8gX
725411866860724224 2016-04-28 01:20:41 +0530 <patrickdconinck> I rated Kept Woman (2015) 5/10  #IMDb  https://t.co/YpfFlltuog
725411466568945664 2016-04-28 01:19:05 +0530 <bartron321> Just watch the film instead. I rated Rush Hour: Pilot (S1.E1) 6/10  #IMDb  https://t.co/PZnEanwoa0
725409345224212480 2016-04-28 01:10:40 +0530 <patrick2bateman> I rated Eye in the Sky (2015) 8/10  #IMDb  https://t.co/GWp8NaCiNv
725409292510191616 2016-04-28 01:10:27 +0530 <patrickdconinck> I rated Extinction (2015) 5/10  #IMDb  https://t.co/97C3kg3Cym
725408236912914433 2016-04-28 01:06:15 +0530 <TJ_Bass316> I rated Triple 9 (2016) 8/10  #IMDb  https://t.co/M0MWDS1sug
725408101151690753 2016-04-28 01:05:43 +0530 <datakanyildirim> I rated Legend (2015) 4/10  #IMDb  https://t.co/emzrrDeNCf
725403418509086720 2016-04-28 00:47:06 +0530 <0Gsaud> I rated The Revenant (2015) 9/10  #IMDb  https://t.co/xNBOXASmPp
725403031538438145 2016-04-28 00:45:34 +0530 <tbechmannfrost> I rated House of Cards: Chapter 47 (S4.E8) 8/10  #IMDb  https://t.co/vj92HJpcjx
725395141670920193 2016-04-28 00:14:13 +0530 <drake_pp> I rated The Huntsman: Winter's War (2016) 8/10  #IMDb  https://t.co/Z10W6WKPWy
725392824347168768 2016-04-28 00:05:01 +0530 <chaiwatfjupiter> I rated Captain America: Civil War (2016) 9/10  #IMDb  https://t.co/kHdD5w5ftu
725382765512937473 2016-04-27 23:25:02 +0530 <samurshid> I rated Insidious: Chapter 3 (2015) 2/10  #IMDb what kind of shit is this lmao   https://t.co/ZQ78sbJqUq
725377415606751232 2016-04-27 23:03:47 +0530 <rylm_11> I rated Captain America: Civil War (2016) 9/10  #IMDb Marvel still got it !!  https://t.co/ggu3xX8xuc
725376747747729409 2016-04-27 23:01:08 +0530 <Arunkmukherjee> I rated The Jungle Book (2016) 8/10  #IMDb  https://t.co/pHSFQkHLY1
725376272747139072 2016-04-27 22:59:14 +0530 <cemrekarapinar> I rated The Witch (2015) 5/10  #IMDb  https://t.co/1NFwzSbEuf
725375595274637313 2016-04-27 22:56:33 +0530 <Teddijan> I rated Captain America: Civil War (2016) 9/10  #IMDb  https://t.co/NmIxuInWIu
725370725415182341 2016-04-27 22:37:12 +0530 <bigeamo> I rated Mr. Right (2015) 8/10  #IMDb Really liked this. Sam Rockwell is one of the very best.  https://t.co/BRb6nDkvle
725369899816722432 2016-04-27 22:33:55 +0530 <bmusharraff> I rated Fight Club (1999) 8/10  #IMDb  https://t.co/RHh1vFiWOJ
725367560850563072 2016-04-27 22:24:37 +0530 <pirate_777> I rated Outlander: Useful Occupations and Deceptions (S2.E3) 8/10  #IMDb  https://t.co/80I6HTzyzO
725367209216860160 2016-04-27 22:23:14 +0530 <Alshhi4> I rated The Huntsman: Winter's War (2016) 7.5/10  #IMDb  https://t.co/04eLTWyYHs
725365858621624324 2016-04-27 22:17:51 +0530 <iQusai_6> I rated The Age of Innocence (1993) 7/10  #IMDb  https://t.co/kDUWDjUQDK
725365293288136706 2016-04-27 22:15:37 +0530 <GiuliaOtherside> I rated Canone inverso - Making Love (2000) 8/10  #IMDb  https://t.co/N7xA7AMOY6
725363381469896704 2016-04-27 22:08:01 +0530 <_MernGi> I rated Dexter: Surprise, Motherfucker! (S7.E12) 10/10  #IMDb ديكستر مورقان عظمه على عظمه ❤️  https://t.co/jGVlh5wBJa
725362270365167616 2016-04-27 22:03:36 +0530 <iMujahid7> I rated Deadpool (2016) 9/10  #IMDb  https://t.co/cig4UXdTXQ
725361791707045888 2016-04-27 22:01:42 +0530 <abdulmalikshaya> I rated The Hateful Eight (2015) 9/10  #IMDb  https://t.co/98aIcDBZpH
725348549966348292 2016-04-27 21:09:05 +0530 <iBader0> I rated The Jungle Book (2016) 8/10  #IMDb  https://t.co/bO6kUxqY6n
725346674701275136 2016-04-27 21:01:38 +0530 <aWomanUndefined> I rated Dracula Untold (2014) 7/10  #IMDb  https://t.co/Edmb3sQ0ST
725344712169775111 2016-04-27 20:53:50 +0530 <eloisaberland> I rated Song of the Sea (2014) 8/10  #IMDb  https://t.co/YrJEWQWfSN
725343269782192128 2016-04-27 20:48:06 +0530 <AndersonTram> I rated The Girlfriend Experience (2016– ) 10/10  #IMDb As good as the film is.   https://t.co/aw0JFOvUre
725341575505698816 2016-04-27 20:41:22 +0530 <KennedyMike4> I rated Crash 5/10  #IMDb  https://t.co/0tBSI1aucG
725339087347929088 2016-04-27 20:31:29 +0530 <UpulTR> I rated #AgentsofSHIELD: The Singularity (S3.E18) 9/10  #IMDb I'm crying over Coulsons hand right now.....  https://t.co/35O9KkPRJI
725338170573860865 2016-04-27 20:27:50 +0530 <bo3bdallah94> I rated Fan (2016) 6/10  #IMDb  لو شايفلي الخطر معاهم احسلي😟  https://t.co/66x7ckoQoH
725338160138477568 2016-04-27 20:27:48 +0530 <elnerdyluchador> I rated Ajin (2016– ) 10/10  #IMDb  https://t.co/hC9GcNPnDN
725335326940483584 2016-04-27 20:16:32 +0530 <__MRaZ> I rated Mary and Max (2009) 8/10 on @IMDb #IMDb • Sad story. 😢  https://t.co/OqQrws5tzk
725334785397248000 2016-04-27 20:14:23 +0530 <otb_manal> I rated Midnight Special (2016) 4/10  #IMDb  https://t.co/LYjMQqgbQj
725329552587653124 2016-04-27 19:53:35 +0530 <JonathanIppoli1> I rated Little Dead Rotting Hood (2016) 5/10  #IMDb  https://t.co/OqB9SyuzJD
725328749634285570 2016-04-27 19:50:24 +0530 <abhi_trueblue> I rated Deadpool (2016) 7/10  #IMDb  https://t.co/31cOz1aMBv
725328021905887232 2016-04-27 19:47:31 +0530 <salehtowin> I rated Deadpool (2016) 6/10  #IMDb  https://t.co/MZssmPWcBK
725327177215041536 2016-04-27 19:44:09 +0530 <MohamedKndeer> I rated The Blacklist (2013) 8/10  #IMDb  https://t.co/jcDVBis2OE
725320008042053633 2016-04-27 19:15:40 +0530 <frdbgns> I rated Captain America: Civil War (2016) 8/10  #IMDb | Bucky!! 💪🏻  https://t.co/7uvDJDCQFt
725318964385968130 2016-04-27 19:11:31 +0530 <yuda_windali> I rated The Finest Hours 8/10  #IMDb  https://t.co/Fhd39pI848
725318651436515330 2016-04-27 19:10:16 +0530 <LastPipeBender> I rated The Blacklist: Cape May (S3.E19) 10/10  #IMDb  https://t.co/tpWzzoNZp1
725313794310709248 2016-04-27 18:50:58 +0530 <UpulTR> I rated #Spectre (2015) 9/10  #IMDb  Bond was happier than he was in the last few flicks. Loved it.  https://t.co/BFyjGmesWV
725305713447161856 2016-04-27 18:18:52 +0530 <buatoom> I rated The Eternal Zero (2013) 8/10  #IMDb  https://t.co/uQIG2QOSIo
725298424229203968 2016-04-27 17:49:54 +0530 <weberdc> I rated Ronny Chieng: International Student (2016) 8/10 #IMDb  https://t.co/a8XEfDt7WP
725293459423289344 2016-04-27 17:30:10 +0530 <much_sleep> I rated Dope (2015) 8/10  #IMDb  https://t.co/J5vAnOhxaG
725279706564714496 2016-04-27 16:35:31 +0530 <tariq_ob> I rated Deadpool (2016) 10/10  #IMDb  https://t.co/PybY4tlieO
725263939806871552 2016-04-27 15:32:52 +0530 <iMhs_Mu> I rated The Sixth Sense (1999) 9/10  #IMDb  https://t.co/4PNneoz9xm
725258311021400064 2016-04-27 15:10:30 +0530 <aircomeback> I rated Captain America: Civil War (2016) 8/10  #IMDb ประมานนี้นะ  https://t.co/32nxwqxuUs
725245170774597633 2016-04-27 14:18:17 +0530 <AliHAlzaidi> I rated Look Who's Back (2015) 8/10  #IMDb  https://t.co/hn26C3iidr
725239212988071936 2016-04-27 13:54:37 +0530 <samcsweeney> I rated The Jungle Book (2016) 8/10  #IMDb  https://t.co/B5Y5IaJ6jv
725230130956800000 2016-04-27 13:18:32 +0530 <hamidmohd> I rated Demolition (2015) 8/10  #IMDb  https://t.co/1aaoIuDUPn
725219139002888192 2016-04-27 12:34:51 +0530 <thatJasonBump> "Revenge is in Gods hands not mine." Epic! I rated The Revenant (2015) 10/10  #IMDb  https://t.co/aHdSbOcAv7
725217983484813312 2016-04-27 12:30:15 +0530 <LifesADance44> I rated Powers (2015– ) 10/10  #IMDb  https://t.co/B6IDNLsg62
725215798160199681 2016-04-27 12:21:34 +0530 <whl1882> I rated Midnight in Paris (2011) 8/10  #IMDb   https://t.co/71nFYYcqZA
725213399358050304 2016-04-27 12:12:02 +0530 <GB_NINJA> I rated Paranormal Activity 3 (2011) 1/10  #IMDb  https://t.co/3nhAvsdHS6
725213036089249792 2016-04-27 12:10:36 +0530 <JonathanIppoli1> I rated Argo (2012) 8/10  #IMDb  https://t.co/E6jOZyjRZM
725211237806649344 2016-04-27 12:03:27 +0530 <OHAttas> I rated About Elly (2009) 8/10  #IMDb #سينما   https://t.co/fdpsUEJruu
725207872267804676 2016-04-27 11:50:05 +0530 <von_ponder> I rated Concussion (2015) 7/10  #IMDb  https://t.co/B6z9aHlP7R
725195848951300097 2016-04-27 11:02:18 +0530 <PachanRRR> I rated Kingsman: The Secret Service (2014) 10/10  #IMDb  https://t.co/zrkzWHb16h
725194913244012549 2016-04-27 10:58:35 +0530 <TDurbinMedia> I rated Silicon Valley: Founder Friendly (S3.E1) 7/10  #IMDb  https://t.co/u9lUGMxlUk
725192325719273473 2016-04-27 10:48:18 +0530 <BlueRain86> I rated The King of Comedy (1982) 10/10  #IMDb  https://t.co/Ggp9ONUF1w
725188435628068864 2016-04-27 10:32:51 +0530 <TDurbinMedia> I rated Game of Thrones: The Red Woman (S6.E1) 7/10  #IMDb  https://t.co/7tKH2tT0P8
725186314014957568 2016-04-27 10:24:25 +0530 <sar1386> I rated Sanctuary (2008–2011) 10/10  #IMDb  https://t.co/o0RGBmVC4W
725186201683111936 2016-04-27 10:23:58 +0530 <sar1386> I rated Haven (2010–2015) 8/10  #IMDb  https://t.co/hXby6XInLj
725186098566156288 2016-04-27 10:23:33 +0530 <sar1386> I rated Lost Girl (2010– ) 9/10  #IMDb #love this  https://t.co/0mq5FS5kUQ
725185510491209728 2016-04-27 10:21:13 +0530 <sar1386> I rated Witches of East End (2013–2014) 10/10  #IMDb  https://t.co/9CUAk2b7na
725185246904373248 2016-04-27 10:20:10 +0530 <sar1386> I rated Star-Crossed (2014–2014) 10/10  #IMDb wish this wasn't #cancelled  https://t.co/rNc9BOvCR0
725185068080222208 2016-04-27 10:19:28 +0530 <sar1386> I rated Beauty and the Beast (2012– ) 9/10  #IMDb  https://t.co/bWZ7NvWxLi
725184960278200320 2016-04-27 10:19:02 +0530 <sar1386> I rated Sleepy Hollow (2013– ) 10/10  #IMDb  https://t.co/0gMBWKMJta
725184841533247488 2016-04-27 10:18:34 +0530 <sar1386> I rated Grimm (2011– ) 8/10  #IMDb  https://t.co/GSAl5mzFh1
725184722960261121 2016-04-27 10:18:05 +0530 <sar1386> I rated Supernatural (2005– ) 8/10  #IMDb  https://t.co/TlQC2MgvLI
725184605368770560 2016-04-27 10:17:37 +0530 <sar1386> I rated The Originals (2013– ) 10/10  #IMDb best #TVseries ever  https://t.co/6boeMPbqRX
725184464184336384 2016-04-27 10:17:04 +0530 <sar1386> I rated Once Upon a Time (2011– ) 10/10  #IMDb  https://t.co/flYuHacNFd
725184287251681280 2016-04-27 10:16:22 +0530 <sar1386> I rated Supergirl (2015– ) 10/10  #IMDb  https://t.co/cUQTIMavAy
725184159392632837 2016-04-27 10:15:51 +0530 <3was32> I rated And Then There Were None (2015) 8/10  #IMDb  https://t.co/Dyii4LTOM9
725184137754193920 2016-04-27 10:15:46 +0530 <sar1386> I rated Arrow (2012– ) 10/10  #IMDb  https://t.co/L96gZwleIv
725184090870161409 2016-04-27 10:15:35 +0530 <aWomanUndefined> I rated Takers (2010) 8/10  #IMDb  https://t.co/e8SjlvdO8a
725184045945098240 2016-04-27 10:15:24 +0530 <sar1386> I rated The Flash (2014– ) 10/10  #IMDb  https://t.co/2OUinCAtN7
725183944363220992 2016-04-27 10:15:00 +0530 <sar1386> I rated Legends of Tomorrow (2016– ) 9/10  #IMDb  https://t.co/82UTXG0xll
725183828357206016 2016-04-27 10:14:32 +0530 <sar1386> I rated Limitless (2015– ) 8/10  #IMDb  https://t.co/k713zqpPlr
725183654406795264 2016-04-27 10:13:51 +0530 <sar1386> I rated Blindspot (2015– ) 9/10  #IMDb  https://t.co/RjgGXefLui
725183510059737088 2016-04-27 10:13:16 +0530 <sar1386> I rated House (2004–2012) 10/10  #IMDb  https://t.co/Rb6fJ9I93c
725183040968876032 2016-04-27 10:11:24 +0530 <sar1386> I rated CSI: NY (2004–2013) 8/10  #IMDb  https://t.co/C1QmWIOJch
725182877831446529 2016-04-27 10:10:45 +0530 <sar1386> I rated Law &amp; Order: Special Victims Unit (1999– ) 10/10  #IMDb  https://t.co/7I6SEVJZpr
725182761611452417 2016-04-27 10:10:18 +0530 <sar1386> I rated CSI: Crime Scene Investigation (2000–2015) 9/10  #IMDb  https://t.co/JBf6r7ZWag
725182643776675840 2016-04-27 10:09:50 +0530 <sar1386> I rated The Mentalist (2008–2015) 10/10  #IMDb  https://t.co/LHtZJ1GPtK
725182465799757824 2016-04-27 10:09:07 +0530 <sar1386> I rated Elementary (2012– ) 9/10  #IMDb  https://t.co/Zj5bWoMXZs
725181520265248768 2016-04-27 10:05:22 +0530 <ErkanZengin> I rated Mission: Impossible - Rogue Nation (2015) 7/10  #IMDb  https://t.co/yV7lQJnLgh
725180642024120320 2016-04-27 10:01:52 +0530 <dribrahimsulami> I rated Seven Samurai (1954) 10/10  #IMDb  https://t.co/22sfaBnSB3
725180163152068609 2016-04-27 09:59:58 +0530 <BlueRain86> I rated Animaniacs (1993–1998) 10/10  #IMDb  https://t.co/qCaVwts8CB
725174863850299395 2016-04-27 09:38:55 +0530 <bmusharraff> I rated The Green Mile (1999) 8/10  #IMDb  https://t.co/U7jBertWcl
725174788453453828 2016-04-27 09:38:37 +0530 <sanbarreiro> I rated Spy (2015) 7/10  #IMDb  https://t.co/fmWIPX6K1X
725172959686610944 2016-04-27 09:31:21 +0530 <Krdz1> I rated Precious Cargo (2016) 1/10  #IMDb. Bad, don't watch  https://t.co/sM7JV3ic26
725171531651776512 2016-04-27 09:25:40 +0530 <jacasanovase> I rated 10 Cloverfield Lane (2016) 8/10  #IMDb Goodman y Winstead muy bien! Agradable sorpresa. #Amoelcine 🎬🎬👍🏼  https://t.co/NDNlWXIvC9
725170309817491456 2016-04-27 09:20:49 +0530 <ccoops3> I rated The Jungle Book (2016) 8/10  #IMDb phenomenal effects &amp; extremely entertaining!needs 2 b seen in imax &amp; 3D   https://t.co/Pp1EV3omtJ
725169194539585536 2016-04-27 09:16:23 +0530 <tyler11_tyler> I rated Black or White (2014) 6/10  #IMDb  https://t.co/MBmY5jMvwe
725168268638601216 2016-04-27 09:12:42 +0530 <tyler11_tyler> I rated Barbershop: The Next Cut (2016) 7/10  #IMDb  https://t.co/SWUfoWxPZj
725167674720817152 2016-04-27 09:10:21 +0530 <TDurbinMedia> I rated Veep: Morning After (S5.E1) 6/10  #IMDb  https://t.co/QIjJYC0znk
725162927007883264 2016-04-27 08:51:29 +0530 <kamikazeQ8> I rated Game of Thrones: The Red Woman (S6.E1) 10/10  #IMDb  https://t.co/iLa06D35Ot
725159228961214464 2016-04-27 08:36:47 +0530 <aWomanUndefined> I rated Pay the Ghost (2015) 6/10  #IMDb  https://t.co/CONB4oVPhF
725158389622398976 2016-04-27 08:33:27 +0530 <x2urki> I rated Dances with Wolves (1990) 9/10  #IMDb  https://t.co/GDTwjQIBbk
725157515592384513 2016-04-27 08:29:59 +0530 <ninaraval> I rated She's Funny That Way (2014) 6/10  #IMDb  https://t.co/qOa4mbotSi
725155577278533633 2016-04-27 08:22:17 +0530 <Fariss_arg> I rated Midnight Special (2016) 6/10  #IMDb     https://t.co/2lo43Wnh2M
725155136667013120 2016-04-27 08:20:31 +0530 <Alyosha55> I rated No End (1985) 9/10  #IMDb  https://t.co/2W7PTGoII6
725154885117825025 2016-04-27 08:19:31 +0530 <Alyosha55> I rated Pierrot le Fou (1965) 9/10  #IMDb  https://t.co/SsDK84dlkg
725152474013794304 2016-04-27 08:09:57 +0530 <BuckeyefromMich> I rated Fear the Walking Dead: Monster (S2.E1) 7/10  #IMDb  https://t.co/oSHnfoqVny
725150543841255424 2016-04-27 08:02:16 +0530 <vilchessili> I rated Deadpool (2016) 8/10  #IMDb // jajajaja awesome!!  https://t.co/pslxgUes1l
725150019003641857 2016-04-27 08:00:11 +0530 <DodgyD77> I rated Brooklyn (2015) 6/10  #IMDb  https://t.co/2nQw7krrte
725148468302336000 2016-04-27 07:54:02 +0530 <DodgyD77> I rated Allegiant (2016) 5/10  #IMDb  https://t.co/q5ToiYt5m9
725142124791009281 2016-04-27 07:28:49 +0530 <MonsieurCacas> I rated Where to Invade Next (2015) 8/10  #IMDb  https://t.co/XsOynGSs6n
725139013028438017 2016-04-27 07:16:27 +0530 <capt_weeble> I rated Non Stop (1981) 5/10  #IMDb  https://t.co/z39cWIeOrX
725129607528222721 2016-04-27 06:39:05 +0530 <FionasDogs> I rated Lucifer (2015– ) 10/10  #IMDb  https://t.co/arTpijVC2q
725128665244307456 2016-04-27 06:35:20 +0530 <30BD_> I rated Shutter Island (2010) 10/10  #IMDb أررروع من كدا مفيييش  https://t.co/hKH2ATP90G
725127957472272384 2016-04-27 06:32:31 +0530 <AzizAAlmasoud> I rated Happy Endings (2011–2013) 4/10  #IMDb  https://t.co/IB4om8knMT
725125760822968321 2016-04-27 06:23:48 +0530 <D7my77> I rated Anatomy of a Murder (1959) 9/10  #IMDb  https://t.co/Oq8YjVSW0y
725122436673486848 2016-04-27 06:10:35 +0530 <SalehBonayan> I rated Midnight in Paris (2011) 7/10  #IMDb  https://t.co/xTlgxq6ViE
725121358674432000 2016-04-27 06:06:18 +0530 <ColinScrowther> I rated All the Boys Love Mandy Lane (2006) 8/10  #IMDb  https://t.co/0os6uraOxE
725121149059883010 2016-04-27 06:05:28 +0530 <ReegyWaltz> I rated Empire: The Tameness of a Wolf (S2.E13) 7/10  #IMDb  https://t.co/Q5PpyM6oer
725117732019146753 2016-04-27 05:51:54 +0530 <HusainKankouni> I rated Deadpool (2016) 7/10  #IMDb  https://t.co/7kDMTzzGJQ
725112439109505025 2016-04-27 05:30:52 +0530 <nrodrigueze> I rated Parental Guidance (2012) 7/10  #IMDb  https://t.co/0N0XomdtjP
725112088121626625 2016-04-27 05:29:28 +0530 <aWomanUndefined> I rated Regression (2015) 6/10  #IMDb  https://t.co/h04jXUaWUJ
725111346153578496 2016-04-27 05:26:31 +0530 <ed_hawsawi> I rated Spectre (2015) 6/10  #IMDb  https://t.co/O2tbZ86ZwY
725111222685687809 2016-04-27 05:26:02 +0530 <aWomanUndefined> I rated The Invitation (2015) 5/10  #IMDb  https://t.co/UtYamcx1Ih
725110206120771584 2016-04-27 05:21:59 +0530 <montressor73> I rated Shane (1953) 7/10  #IMDb  https://t.co/F9OkKj8beO
725109618842718216 2016-04-27 05:19:39 +0530 <ColinScrowther> I rated Iron Man 2 (2010) 8/10  #IMDb  https://t.co/wfrU9tlqNx
725109126561468420 2016-04-27 05:17:42 +0530 <mohsn95> I rated Deadpool (2016) 10/10  #IMDb من زمان ماضحكت كذا ، النكت والحرق ولقطات الاكشن والعنف خلته افضل فلم سوبر هيرو👍  https://t.co/EdMTyiQ65K
725107205561716736 2016-04-27 05:10:04 +0530 <1lowbattery> I rated The Dead Files: Gateway to Hell (S8.E4) 10/10  #IMDb. Most surprising was hearing that suicides stay in pain  https://t.co/3dvVjzyoix
725106887746674688 2016-04-27 05:08:48 +0530 <gervdani> I rated El Libro de la Selva (2016) 7/10  #IMDb  https://t.co/eXIzTcTWX0
725103465370947584 2016-04-27 04:55:12 +0530 <Alimoood> I rated Before Sunrise (1995) 9/10  #IMDb   https://t.co/JtD0jptiqG
725103039846166528 2016-04-27 04:53:31 +0530 <Fedoo_Utd> I rated The Scorch Trials (2015) 7/10  #IMDb  https://t.co/Nvjf1YF9lA
725101442953043968 2016-04-27 04:47:10 +0530 <broomylfc> I rated Carrie (2013) 5/10  #IMDb  https://t.co/vDGq4T1u7a
725100182698876929 2016-04-27 04:42:09 +0530 <tunapatir> I rated Deadpool (2016) 7,5/10  #IMDb  https://t.co/yXAM5rWytq
725094055969873920 2016-04-27 04:17:49 +0530 <Mohd_Alnasser> I rated The Jungle Book (2016) 8/10  #IMDb  https://t.co/PCjtRXxGBV
725092657660317696 2016-04-27 04:12:15 +0530 <ReegyWaltz> I rated The Flash: Versus Zoom (S2.E18) 7/10  #IMDb  https://t.co/QRkW6fyfWT
725091987137900544 2016-04-27 04:09:35 +0530 <ilkelif> I rated How to Get Away with Murder (2014– ) 9/10  #IMDb  Wooaaaa😱  https://t.co/yThPDOmdZV
725091099879067652 2016-04-27 04:06:04 +0530 <foldedSoul> I rated The Huntsman: Winter's War (2016) 7/10  #IMDb Frozen meets Lord of the Rings in a fun &amp; charming tale.  https://t.co/dPNk5WKO91
725090021406023680 2016-04-27 04:01:47 +0530 <rhimol> I rated The Jungle Book (2016) 9/10  #IMDb  https://t.co/9aHxfqtO7d
725088410575212546 2016-04-27 03:55:23 +0530 <benniestapelber> I rated The Equalizer (2014) 7/10  #IMDb  https://t.co/I0ipW49zvT
725087496208539648 2016-04-27 03:51:45 +0530 <MeshariBaker> I rated Taken 3 (2014) 5/10  #IMDb  https://t.co/NQEoNFXXd0
725086769318891522 2016-04-27 03:48:51 +0530 <benniestapelber> I rated The Benefactor (2015) 5/10  #IMDb  https://t.co/eYVIJVy75A
725086190999855104 2016-04-27 03:46:34 +0530 <Divadeedee> I rated Hello, My Name Is Doris (2015) 8/10  #IMDb  https://t.co/tuBHXIEBuz
725085626727600130 2016-04-27 03:44:19 +0530 <benniestapelber> I rated Carol (2015) 8/10  #IMDb  https://t.co/fL36WQEqFr
725085304034582532 2016-04-27 03:43:02 +0530 <TrillianJones> Well, that was pretty darn awesome.  I rated Miles Ahead (2015) 9/10  #IMDb  https://t.co/9IuLkRRCWJ
725084512753991680 2016-04-27 03:39:53 +0530 <Daviec83> I rated Captain America: The First Avenger (2011) 8/10  #IMDb  https://t.co/hlNpkQwW0V
725083675826741248 2016-04-27 03:36:34 +0530 <uasr97> I rated Changeling (2008) 7/10  #IMDb  https://t.co/7K3fYsd0Hd
725082360895684608 2016-04-27 03:31:20 +0530 <nrodrigueze> I rated Charlie and the Chocolate Factory (2005) 7/10  #IMDb  https://t.co/AiE2ml08tq
725082143634919425 2016-04-27 03:30:29 +0530 <nrodrigueze> I rated Nothing But the Truth (2008) 7/10  #IMDb  https://t.co/dPmPwSaTPe
725081753631731712 2016-04-27 03:28:56 +0530 <AzizAAlmasoud> I rated Trainwreck (2015) 3/10  #IMDb  https://t.co/8qmNrzxLbc
725080426067451904 2016-04-27 03:23:39 +0530 <TV_CO> I rated Indiavolato (2000) 4/10  #IMDb @impera  https://t.co/hSJYfbcYP0
725080424607846402 2016-04-27 03:23:39 +0530 <Deuf> I rated Oblivion (2013) 7/10  #IMDb  https://t.co/QfRNsqvT1D
725080150895939588 2016-04-27 03:22:33 +0530 <ErwinDeswijzen> I rated The Jungle Book (2016) 8/10  #IMDb  https://t.co/b6gNFW62Xb
725078939048124416 2016-04-27 03:17:45 +0530 <1lowbattery> I rated Purple Rain (1984) 5/10  #IMDb Mulder was right. Great song; seriously flawed movie.  https://t.co/xslM4xkIky
725078771930398720 2016-04-27 03:17:05 +0530 <dribrahimsulami> I rated Deadpool (2016) 9/10  #IMDb Amazing .. فلم ممتع و رائع  https://t.co/JopYE5kGCH
725073254352883713 2016-04-27 02:55:09 +0530 <imdbmap> I rated Game of Thrones: The House of Black and White (S5.E2) 9/10  #IMDb  https://t.co/e0mA094yE8
725072894930354177 2016-04-27 02:53:44 +0530 <eellaaa> I rated Froning: The Fittest Man in History (2015) 6/10  #IMDb 🎥📺  https://t.co/1B4wuG2F2p
725071719195664386 2016-04-27 02:49:03 +0530 <LupusGr> I rated Ο κυνηγός: Η μάχη του χειμώνα (2016) 8/10  #IMDb  https://t.co/lRE34DA2cD
